352,0,5,0,1,0,0,0,1,0
0,255,0,0,3,1,5,0,0,0
2,0,182,2,5,0,0,1,6,0
1,0,4,146,0,11,0,0,4,0
0,1,5,0,187,0,0,2,0,5
2,0,0,2,0,150,0,0,3,3
0,0,2,0,2,4,160,0,2,0
0,1,1,0,3,0,0,139,1,2
3,0,3,2,0,3,0,0,153,2
0,1,0,0,0,0,0,1,2,173
