351,0,5,0,2,0,0,0,1,0
0,255,0,0,3,1,5,0,0,0
3,0,181,3,5,1,0,1,4,0
1,0,3,147,0,10,0,0,5,0
0,1,3,0,184,0,0,3,0,9
2,0,0,3,1,149,0,0,3,2
0,0,2,0,2,4,161,0,1,0
0,1,1,0,3,0,0,138,1,3
4,0,3,4,0,2,0,0,151,2
0,0,0,0,0,0,0,2,3,172
