352,0,4,0,2,0,0,0,1,0
0,256,2,0,3,0,3,0,0,0
1,0,181,2,5,1,0,1,7,0
2,0,2,150,0,8,0,0,4,0
0,1,3,0,186,0,1,3,0,6
3,0,0,3,1,148,0,0,3,2
0,0,2,0,3,4,160,0,1,0
0,1,1,0,3,0,0,140,1,1
3,0,4,2,0,3,0,0,152,2
0,0,0,0,0,0,0,3,2,172
